Token,District,Area,Rooms,Floor,Parking,Storage,Elevator,Exact_Price,Age,Price_per_meter
gaCk-PRr,اختیاریه,140.0,3.0,1.0,True,True,False,44999999488,23.0,321428567.7714286
gaCgevkQ,اختیاریه,145.0,3.0,4.0,True,True,True,49999998976,20.0,344827579.1448276
gaCYOLUn,اختیاریه,190.0,3.0,2.0,True,True,True,60000002048,17.0,315789484.4631579
Qa_rkHWC,اختیاریه,200.0,3.0,4.0,True,True,True,79800000512,1.0,399000002.56
gaCEu-Ad,اختیاریه,125.0,3.0,1.0,True,True,True,52500000768,1.0,420000006.144
Qa3bwy7F,اختیاریه,200.0,3.0,4.0,True,True,True,64000000000,20.0,320000000.0
QalD9EyH,اختیاریه,47.0,1.0,2.0,False,False,True,13500000256,29.0,287234048.0
gaDM1Lcm,اختیاریه,85.0,2.0,1.0,True,True,True,32999999488,0.0,388235288.09411764
gaDsyz7j,اختیاریه,130.0,3.0,3.0,True,True,True,71999995904,3.0,553846122.3384615
gaCY-6OI,اختیاریه,150.0,3.0,3.0,True,True,True,51799998464,0.0,345333323.0933333
gaDQRKto,اختیاریه,115.0,2.0,4.0,True,True,True,54999998464,1.0,478260856.20869565
gaA4UjYd,اختیاریه,170.0,3.0,3.0,True,True,True,67999997952,7.0,399999987.9529412
gaC4uFJL,اختیاریه,120.0,2.0,4.0,True,True,True,49000001536,20.0,408333346.1333333
gaBYfTCu,اختیاریه,200.0,3.0,5.0,True,True,True,86000001024,1.0,430000005.12
gaCod4Pw,اختیاریه,125.0,3.0,1.0,True,True,True,51999997952,1.0,415999983.616
gaCoNfrM,اختیاریه,212.0,4.0,2.0,True,True,True,61499998208,25.0,290094331.1698113
gaCg99tW,اختیاریه,125.0,3.0,2.0,True,True,True,46000001024,7.0,368000008.192
QajbigQU,اختیاریه,200.0,3.0,2.0,True,True,True,77999996928,2.0,389999984.64
Qak3os1m,اختیاریه,165.0,2.0,4.0,True,True,True,70999998464,1.0,430303020.9939394
gaCcN6M9,اختیاریه,140.0,3.0,5.0,True,True,True,76999999488,2.0,549999996.3428571
Qa6nvwLY,اختیاریه,58.0,1.0,2.0,True,True,True,17999998976,13.0,310344809.9310345
gaDo4OgZ,ارامنه,50.0,1.0,2.0,True,True,True,8999999488,7.0,179999989.76
gaDEWD1D,ارامنه,50.0,1.0,5.0,True,True,True,7920000000,11.0,158400000.0
gaDYUG67,ارامنه,84.0,2.0,2.0,True,True,True,13500000256,1.0,160714288.76190478
gaDYz6_j,ارامنه,45.0,1.0,1.0,True,False,True,7500000256,10.0,166666672.35555556
gaAQ2gfO,ارامنه,62.0,2.0,2.0,True,False,True,9500000256,0.0,153225810.58064517
Qa-b-pqo,ارامنه,65.0,1.0,1.0,False,True,True,11699999744,1.0,179999996.06153846
gaDoCoN9,ارامنه,57.0,2.0,4.0,True,False,True,9690000384,5.0,170000006.7368421
gaDgSuBa,ارامنه,78.0,2.0,1.0,False,False,True,10899999744,5.0,139743586.46153846
gaAcpWC9,ارامنه,65.0,2.0,2.0,True,True,True,12000000000,1.0,184615384.6153846
gaDgBsFG,ارامنه,64.0,2.0,3.0,False,True,False,9400000512,25.0,146875008.0
gaA4Sl5d,ارامنه,56.0,1.0,3.0,True,True,True,8849999872,12.0,158035712.0
gaDcRMgS,ارامنه,43.0,1.0,1.0,False,True,False,6099999744,11.0,141860459.1627907
Qa4jm9iR,ارامنه,82.0,2.0,1.0,True,True,True,12099999744,6.0,147560972.4878049
gaCQvF0L,ارامنه,45.0,1.0,4.0,False,True,False,4899999744,28.0,108888883.2
gaCYOGbb,ارامنه,70.0,2.0,1.0,True,True,True,11649999872,0.0,166428569.6
gaCAOC2k,ارامنه,100.0,2.0,1.0,True,True,True,17500000256,0.0,175000002.56
gaCkerS1,ارامنه,43.0,1.0,1.0,False,True,False,6099999744,11.0,141860459.1627907
gaCAOCK0,ارامنه,39.0,1.0,2.0,False,True,True,6000000000,11.0,153846153.84615386
gaDI0Huu,ارامنه,100.0,2.0,3.0,True,False,True,16700000256,2.0,167000002.56
QalLhjqf,ارجمندی راد,65.0,2.0,2.0,False,False,False,7150000128,22.0,110000001.96923077
gaDEjcde,ارجمندی راد,61.0,1.0,4.0,True,True,False,6179999744,15.0,101311471.21311475
gaDIIhOR,ارم,86.0,2.0,3.0,True,True,True,18900000768,18.0,219767450.79069766
gaC08xgj,ارم,115.0,3.0,1.0,True,True,True,28000000000,9.0,243478260.86956522
QaXHKRs1,ارم,147.0,3.0,11.0,True,True,True,44000002048,1.0,299319741.82312924
gaA8549X,ارم,70.0,1.0,5.0,True,True,True,15900000256,11.0,227142860.8
gaD4kzkk,ارم,56.0,1.0,4.0,True,True,True,13299999744,21.0,237499995.42857143
gaCsu-8_,ارم,60.0,2.0,1.0,True,True,False,12600000512,21.0,210000008.53333333
gaDIFpIm,ارم,60.0,1.0,1.0,True,True,False,14499999744,20.0,241666662.4
QaqTSnpq,ارم,69.0,2.0,1.0,True,True,True,16999999488,12.0,246376804.17391303
gaD80Tnz,ارم,55.0,1.0,3.0,True,True,True,12999999488,17.0,236363627.05454546
Qa0bFh2B,ارم,102.0,2.0,3.0,True,True,True,25500000256,10.0,250000002.50980392
gaDckzm_,ارم,60.0,2.0,1.0,True,True,False,12600000512,22.0,210000008.53333333
Qa_nll1y,ارم,99.0,2.0,10.0,True,True,True,21489999872,8.0,217070705.7777778
gaD8jnbs,ارم,70.0,2.0,1.0,True,True,True,15900000256,15.0,227142860.8
gaDwzPOg,ارم,53.0,1.0,1.0,True,True,True,14750000128,11.0,278301889.2075472
gaDwzLAk,ارم,80.0,2.0,2.0,True,True,True,20999999488,4.0,262499993.6
Qa5r8XIU,ارم,90.0,2.0,3.0,True,True,True,21500000256,7.0,238888891.73333332
gaDgD7x3,ارم,90.0,2.0,4.0,True,True,True,19000000512,18.0,211111116.8
gaDUD00V,ارم,89.0,2.0,5.0,True,True,True,22100000768,7.0,248314615.37078652
gaDIjtnv,ارم,85.0,2.0,6.0,True,True,True,25450000384,6.0,299411769.2235294
gaCcjUXo,ارم,120.0,3.0,3.0,True,True,True,27449999360,17.0,228749994.66666666
gaDwyDWz,ارم,55.0,1.0,1.0,True,True,True,14499999744,10.0,263636358.98181817
gaBEvljK,ارم,60.0,2.0,2.0,True,True,False,13200000000,20.0,220000000.0
gaDcScDs,ارم,55.0,1.0,1.0,True,True,True,14499999744,9.0,263636358.98181817
gaDcCPOV,ارم,55.0,1.0,4.0,True,True,True,13699999744,17.0,249090904.43636364
gaDMC9pM,ارم,75.0,2.0,2.0,True,True,True,16999999488,20.0,226666659.84
gaDECevo,ارم,55.0,1.0,1.0,True,True,True,14800000000,13.0,269090909.09090906
gaDEiU5F,ارم,111.0,2.0,3.0,True,True,True,29990000640,0.0,270180185.9459459
Qa13MdHt,ارم,125.0,3.0,1.0,True,True,True,36999999488,1.0,295999995.904
Qa67f--6,ارم,54.0,1.0,1.0,True,False,True,14599999488,13.0,270370360.8888889
gaDkhCOn,ارم,106.0,2.0,7.0,True,True,True,25969999872,0.0,244999998.79245284
gaCYfsht,ارم,77.0,2.0,1.0,True,True,True,20500000768,2.0,266233776.20779222
Qa_7CDHl,ارم,53.0,1.0,1.0,True,True,False,12600000512,22.0,237735858.71698114
gaCU-fT7,ارم,76.0,2.0,1.0,True,True,False,16499999744,20.0,217105259.78947368
Qa8nTNlg,ارم,125.0,3.0,2.0,True,True,True,31000000512,10.0,248000004.096
gaCk-dai,ارم,50.0,1.0,1.0,True,True,True,14149999616,17.0,282999992.32
gaC8bR3U,ارم,70.0,2.0,1.0,True,True,True,17799999488,9.0,254285706.97142857
gaCgeUjO,ارم,70.0,2.0,5.0,True,True,True,18499999744,7.0,264285710.62857142
gaCAO_6-,ارم,52.0,1.0,3.0,True,True,True,15500000256,9.0,298076928.0
Qa8ba8M0,ارم,83.0,2.0,4.0,True,True,True,18300000256,20.0,220481930.7951807
gaCAeKOp,ارم,66.0,1.0,2.0,True,True,True,15749999616,17.0,238636357.8181818
gaC0NzRt,ارم,57.0,1.0,4.0,True,True,True,13299999744,22.0,233333328.84210527
gaD8YgbV,ارم,79.0,2.0,6.0,True,True,True,17999998976,23.0,227848088.30379745
gaAQ2ioh,ارم,50.0,1.0,2.0,True,True,True,12999999488,18.0,259999989.76
gaDkE49S,ارم,71.0,2.0,5.0,True,True,True,19599998976,13.0,276056323.6056338
gaDgifXq,ارم,85.0,2.0,1.0,True,True,True,17169999872,13.0,201999998.49411765
gaDASXsc,ارم,132.0,3.0,3.0,True,True,True,32600000512,7.0,246969700.84848484
Qa7jSULI,ارم,128.0,3.0,3.0,True,True,True,30250000384,9.0,236328128.0
Qa1f6mag,ارم,100.0,2.0,3.0,True,True,True,20000000000,15.0,200000000.0
Qa4vEVg8,ارم,70.0,2.0,3.0,True,True,True,17999998976,10.0,257142842.5142857
Qa7bVvUm,ارم,75.0,2.0,5.0,True,True,True,17450000384,7.0,232666671.78666666
gaAAyvzl,ازگل,140.0,3.0,10.0,True,True,True,44999999488,9.0,321428567.7714286
gaDklo0f,ازگل,120.0,2.0,7.0,True,True,True,44840001536,1.0,373666679.46666664
gaD4j56R,ازگل,180.0,3.0,2.0,True,True,True,64799997952,9.0,359999988.62222224
gaDISkAH,ازگل,90.0,2.0,0.0,True,True,True,23000000512,20.0,255555561.24444443
gaDsTwK3,ازگل,185.0,3.0,1.0,True,True,True,59899998208,10.0,323783774.0972973
gaBoeQmU,ازگل,120.0,3.0,1.0,True,True,True,31200000000,16.0,260000000.0
gaDQT-SX,ازگل,112.0,3.0,4.0,True,True,True,24000000000,20.0,214285714.2857143
gaDAST6X,ازگل,126.0,3.0,3.0,True,True,True,44999999488,7.0,357142853.0793651
Qa_jhx4D,ازگل,137.0,3.0,5.0,True,True,True,33999998976,21.0,248175175.00729927
gaA0DBGu,ازگل,102.0,2.0,4.0,True,True,True,38400000000,0.0,376470588.2352941
gaDYgpdZ,ازگل,108.0,2.0,3.0,True,True,True,41999998976,3.0,388888879.4074074
gaDQQ6My,ازگل,134.0,3.0,6.0,True,True,True,48279998464,7.0,360298496.0
gaCYOrG3,ازگل,88.0,2.0,0.0,True,True,True,23000000512,23.0,261363642.1818182
gaC0vqwZ,ازگل,150.0,3.0,6.0,True,True,True,56000000000,6.0,373333333.3333333
Qa5XsTlA,ازگل,120.0,3.0,4.0,True,True,True,48000000000,1.0,400000000.0
Qa3Ln-Bb,ازگل,170.0,3.0,5.0,True,True,True,56000000000,1.0,329411764.7058824
Qa4jm5Lj,ازگل,135.0,3.0,8.0,True,True,True,32000000000,17.0,237037037.03703704
Qa6HPVLM,ازگل,155.0,3.0,1.0,True,True,True,32899999744,21.0,212258062.86451614
gaDYitWd,استاد معین,58.0,2.0,2.0,True,True,True,4200000000,5.0,72413793.10344827
gaDUlsNF,استاد معین,107.0,2.0,1.0,True,False,True,21699999744,1.0,202803735.92523363
gaDY1piD,استاد معین,51.0,1.0,5.0,True,True,True,3849999872,8.0,75490193.56862745
gaDYTJjY,استاد معین,68.0,2.0,5.0,False,True,True,7900000256,9.0,116176474.35294117
gaDgEoF0,استاد معین,80.0,2.0,2.0,True,True,True,12000000000,10.0,150000000.0
gaDMkIrP,استاد معین,110.0,3.0,6.0,True,False,True,23000000512,1.0,209090913.74545455
gaDwT7Dq,استاد معین,88.0,2.0,4.0,True,False,True,14300000256,11.0,162500002.9090909
gaDwjC38,استاد معین,52.0,1.0,1.0,False,False,True,11749999616,0.0,225961531.07692307
Qa3_V2fr,استاد معین,56.0,2.0,1.0,False,True,False,8800000000,19.0,157142857.14285713
gaDgDw8b,استاد معین,80.0,2.0,4.0,True,True,True,15600000000,1.0,195000000.0
Qa5v5yEJ,استاد معین,118.0,2.0,4.0,True,True,True,18400000000,7.0,155932203.3898305
Qa-TPXrS,استاد معین,115.0,2.0,6.0,True,True,True,18699999232,5.0,162608688.97391304
Qa2XPr0x,استاد معین,58.0,2.0,1.0,False,False,True,7800000000,11.0,134482758.62068966
QaSbCa5p,استاد معین,60.0,1.0,3.0,True,True,True,3100000000,5.0,51666666.666666664
QazPFJO6,استاد معین,47.0,1.0,2.0,True,True,True,4400000000,2.0,93617021.27659574
gaD8x-fa,استاد معین,65.0,1.0,1.0,True,True,True,10000000000,1.0,153846153.84615386
gaCEeCfx,استاد معین,57.0,1.0,1.0,True,True,True,8200000000,8.0,143859649.12280703
gaD8iLhk,استاد معین,55.0,1.0,2.0,True,True,True,4950000128,3.0,90000002.32727273
gaD4isZE,استاد معین,75.0,2.0,2.0,True,True,True,10200000512,10.0,136000006.82666665
gaD4ydaJ,استاد معین,135.0,3.0,5.0,True,True,True,19000000512,0.0,140740744.53333333
QazjRJy1,استاد معین,45.0,1.0,4.0,True,True,True,4100000000,3.0,91111111.1111111
Qa9vphI0,استاد معین,64.0,1.0,1.0,True,True,True,8899999744,9.0,139062496.0
gaB0Hmbe,استاد معین,50.0,1.0,4.0,True,True,True,8800000000,11.0,176000000.0
gaB83UdZ,استاد معین,100.0,2.0,1.0,False,False,True,18699999232,1.0,186999992.32
gaDEgcV2,استاد معین,73.0,1.0,2.0,False,True,True,10190000128,8.0,139589042.84931508
Qa0D_4yM,استاد معین,60.0,1.0,3.0,False,False,False,6750000128,15.0,112500002.13333334
Qa9X_Ocy,استاد معین,86.0,2.0,2.0,True,True,True,14200000512,10.0,165116285.02325583
QaWjUJ9H,استاد معین,60.0,1.0,3.0,True,False,True,3300000000,5.0,55000000.0
QaaPGEnj,استاد معین,92.0,2.0,1.0,True,True,True,14499999744,10.0,157608692.86956522
gaAAzP2u,استاد معین,59.0,1.0,2.0,False,True,False,6750000128,13.0,114406781.83050847
gaDAivV_,استاد معین,40.0,1.0,4.0,False,True,False,4200000000,27.0,105000000.0
gaAMFOsT,استاد معین,130.0,3.0,3.0,True,True,True,25999998976,1.0,199999992.12307692
gaA4p2Sh,استاد معین,50.0,1.0,1.0,False,False,False,6200000000,19.0,124000000.0
gaD8hqfW,استاد معین,95.0,2.0,7.0,True,True,True,13299999744,0.0,139999997.30526316
Qa6nv8ej,استاد معین,97.0,2.0,4.0,True,True,True,14000000000,1.0,144329896.9072165
gaBYMVgF,استاد معین,48.0,1.0,3.0,True,True,True,10300000256,0.0,214583338.66666666
Qa8r0ZzZ,استاد معین,65.0,1.0,1.0,True,True,True,4899999744,7.0,75384611.44615385
Qa-H-5XD,استاد معین,59.0,1.0,2.0,False,False,False,6800000000,14.0,115254237.28813559
gaCMPmRT,استاد معین,55.0,1.0,1.0,True,True,True,8800000000,13.0,160000000.0
gaBwmejm,استاد معین,74.0,1.0,7.0,True,True,True,10400000000,0.0,140540540.54054055
gaCk91Z8,استاد معین,107.0,2.0,7.0,True,True,True,14979999744,1.0,139999997.60747662
gaDkxhtC,استاد معین,125.0,3.0,3.0,True,True,True,23000000512,1.0,184000004.096
gaDkxEwa,استاد معین,60.0,1.0,3.0,False,True,False,6780000256,15.0,113000004.26666667
gaDgBUyh,استاد معین,60.0,1.0,2.0,False,True,False,7400000000,25.0,123333333.33333333
Qayj0cZl,استاد معین,53.0,1.0,4.0,True,True,True,3480000000,4.0,65660377.358490564
QavPl3zp,استاد معین,100.0,2.0,5.0,True,False,True,15000000512,1.0,150000005.12
gaDcxqn4,استاد معین,80.0,2.0,1.0,True,True,False,14000000000,28.0,175000000.0
Qa27wEqy,استاد معین,49.0,1.0,2.0,True,False,True,3649999872,6.0,74489793.30612245
gaDUBK_-,استاد معین,136.0,2.0,4.0,True,True,True,26900000768,8.0,197794123.29411766
Qanntivf,استاد معین,78.0,2.0,2.0,True,True,True,5200000000,7.0,66666666.666666664
gaDABOFA,استاد معین,78.0,2.0,2.0,True,True,True,10200000512,9.0,130769237.33333333
gaC8OPDJ,استاد معین,134.0,2.0,3.0,True,True,True,27200000000,8.0,202985074.62686568
gaAcmiPd,استاد معین,60.0,1.0,2.0,False,True,False,6750000128,14.0,112500002.13333334
gaDsA058,استاد معین,107.0,2.0,2.0,True,True,True,24500000768,1.0,228971969.79439253
gaDoQQRY,استاد معین,59.0,1.0,3.0,False,False,False,6800000000,15.0,115254237.28813559
gaDkgPb2,استاد معین,63.0,1.0,1.0,True,True,True,13200000000,0.0,209523809.52380952
QanP11Dg,استاد معین,53.0,1.0,2.0,True,True,True,3700000000,5.0,69811320.75471698
gaBM7Vxt,استاد معین,60.0,1.0,3.0,False,True,False,6750000128,12.0,112500002.13333334
Qa3PyAIm,استاد معین,140.0,3.0,5.0,True,True,True,30360000512,1.0,216857146.5142857
gaCQef30,استاد معین,88.0,2.0,1.0,True,True,True,12099999744,7.0,137499997.0909091
Qa6__pqM,استاد معین,80.0,2.0,1.0,True,True,True,15500000256,1.0,193750003.2
gaDAAYxB,استاد معین,66.0,2.0,2.0,True,True,True,7200000000,5.0,109090909.0909091
gaC8f6eC,استاد معین,40.0,1.0,2.0,False,True,True,8000000000,0.0,200000000.0
gaCc_gbL,استاد معین,95.0,2.0,6.0,True,True,True,13600000000,0.0,143157894.7368421
QawfrAtU,استاد معین,78.0,2.0,2.0,True,True,True,10700000256,7.0,137179490.46153846
gaC0fqvx,استاد معین,95.0,2.0,6.0,True,False,True,14000000000,0.0,147368421.0526316
gaC8-Gqj,استاد معین,60.0,1.0,4.0,True,True,True,12999999488,1.0,216666658.13333333
QaX3eCHw,استاد معین,65.0,2.0,5.0,True,True,True,4000000000,5.0,61538461.538461536
QauvAoAm,استاد معین,58.0,1.0,1.0,True,True,True,8449999872,10.0,145689652.96551725
QaaD24IJ,استاد معین,51.0,1.0,2.0,True,True,True,3200000000,2.0,62745098.039215684
gaCQPoPc,استاد معین,96.0,2.0,1.0,True,True,False,14300000256,25.0,148958336.0
gaCMvaWU,استاد معین,96.0,2.0,1.0,True,True,False,14599999488,25.0,152083328.0
QawTa_8r,استاد معین,80.0,2.0,0.0,True,True,False,12499999744,25.0,156249996.8
gaAYWDEs,استاد معین,86.0,2.0,3.0,False,True,True,12199999488,9.0,141860459.1627907
gaC8-8JV,استاد معین,59.0,1.0,3.0,True,True,True,4839000064,4.0,82016950.23728813
gaCYuR7k,استاد معین,110.0,2.0,3.0,True,True,True,20500000768,10.0,186363643.34545454
Qa5fLrgw,استاد معین,55.0,1.0,2.0,True,True,True,4300000256,6.0,78181822.83636364
gaCg-eWr,استاد معین,56.0,1.0,1.0,True,True,True,8700000256,6.0,155357147.42857143
gaC0uHp5,استاد معین,80.0,2.0,1.0,True,True,False,13500000256,29.0,168750003.2
gaCseZHi,استاد معین,150.0,3.0,4.0,True,True,True,29500000256,0.0,196666668.37333333
gaC4sktn,استاد معین,70.0,2.0,2.0,True,True,True,4499999744,6.0,64285710.62857143
gaA4h7UO,استاد معین,76.0,1.0,2.0,True,True,True,10640000000,1.0,140000000.0
QaS3kY2Z,استاد معین,110.0,2.0,6.0,True,True,True,14599999488,1.0,132727268.07272728
Qa-D_0dN,استاد معین,53.0,1.0,3.0,True,True,True,3900000000,6.0,73584905.66037735
gaCcOE9A,استاد معین,40.0,1.0,1.0,False,True,False,5800000000,20.0,145000000.0
Qakvo2CB,استاد معین,55.0,1.0,2.0,True,True,True,4350000128,10.0,79090911.41818182
Qa93dIZj,استاد معین,50.0,1.0,2.0,True,True,True,3220000000,6.0,64400000.0
gaCQuqw3,استاد معین,110.0,2.0,4.0,True,True,True,24000000000,1.0,218181818.1818182
gaCQ-n9p,استاد معین,59.0,1.0,2.0,False,False,False,6780000256,15.0,114915258.57627119
Qa6_-bKY,استاد معین,98.0,2.0,1.0,True,True,False,13400000512,21.0,136734699.10204083
QaqbDD-z,استاد معین,54.0,1.0,2.0,True,True,False,8550000128,17.0,158333335.7037037
gaCEOkPm,استاد معین,120.0,3.0,5.0,True,True,True,19200000000,1.0,160000000.0
gaCAOdE0,استاد معین,58.0,1.0,2.0,True,True,True,8400000000,6.0,144827586.20689654
gaCgT1Hy,استاد معین,115.0,3.0,3.0,True,True,True,19299999744,0.0,167826084.73043478
gaCw9aPu,استاد معین,115.0,3.0,3.0,True,True,True,23499999232,3.0,204347819.40869564
QayDjkiO,استاد معین,72.0,2.0,5.0,False,True,True,8949999616,5.0,124305550.22222222
gaDECYUb,استاد معین,60.0,1.0,4.0,False,False,True,7699999744,10.0,128333329.06666666
gaAATmJ8,استاد معین,64.0,2.0,3.0,True,True,True,4499999744,2.0,70312496.0
gaC4fvWq,استاد معین,65.0,1.0,3.0,True,True,True,5100000256,5.0,78461542.4
gaCA_Ffg,استاد معین,68.0,2.0,4.0,True,True,False,7800000000,10.0,114705882.35294117
gaCQexyy,استاد معین,65.0,1.0,2.0,False,True,True,7900000256,6.0,121538465.47692308
gaCg-auv,استاد معین,96.0,2.0,1.0,True,True,False,14499999744,23.0,151041664.0
gaCw9Kp6,استاد معین,93.0,2.0,2.0,True,True,False,15000000512,28.0,161290328.0860215
Qap7vYv2,استاد معین,80.0,2.0,2.0,True,True,True,16999999488,1.0,212499993.6
Qavv-jlL,استاد معین,60.0,1.0,2.0,False,True,False,6950000128,30.0,115833335.46666667
Qa5vJAnG,استاد معین,100.0,2.0,4.0,True,True,True,21500000256,1.0,215000002.56
QavHY8Py,استاد معین,68.0,1.0,5.0,True,True,True,10300000256,3.0,151470592.0
Qa8DXNyh,استاد معین,120.0,2.0,1.0,True,True,True,19000000512,4.0,158333337.6
gaAIqRYK,استاد معین,71.0,2.0,1.0,True,True,True,12499999744,6.0,176056334.4225352
gaCct9Tm,استاد معین,62.0,2.0,1.0,False,True,False,8499999744,13.0,137096770.06451613
gaDs9Sss,استخر,75.0,2.0,2.0,True,True,True,14000000000,15.0,186666666.66666666
gaDgHz8p,استخر,110.0,2.0,5.0,True,True,True,15000000512,8.0,136363641.01818183
gaD4jvB4,استخر,46.0,1.0,3.0,False,True,True,8099999744,4.0,176086950.95652175
gaDUV0d4,استخر,90.0,2.0,5.0,True,True,True,17999998976,9.0,199999988.62222221
Qayby4Uy,استخر,73.0,2.0,2.0,True,True,True,14499999744,13.0,198630133.47945204
Qa3fWpj4,استخر,145.0,3.0,3.0,True,True,True,30499999744,1.0,210344825.82068965
gaDohXWe,استخر,127.0,2.0,1.0,True,True,True,22000001024,14.0,173228354.51968503
gaCAPjp6,استخر,81.0,1.0,8.0,True,True,True,11000000512,13.0,135802475.45679012
Qar7yazU,استخر,110.0,2.0,2.0,True,True,True,22100000768,6.0,200909097.8909091
gaCQOG7T,استخر,65.0,1.0,1.0,True,True,True,11000000512,12.0,169230777.1076923
gaAkjm5h,استخر,62.0,1.0,2.0,True,True,True,12800000000,1.0,206451612.9032258
gaBoqCcT,استخر,57.0,1.0,3.0,True,True,True,10000000000,10.0,175438596.49122807
gaDkEW01,استقلال,75.0,2.0,2.0,True,True,False,12000000000,25.0,160000000.0
gaC0NDPG,استقلال,65.0,1.0,5.0,True,True,True,10700000256,15.0,164615388.55384615
gaCg9CM9,استقلال,93.0,2.0,5.0,True,True,True,17600000000,16.0,189247311.82795697
Qa_bnoqm,اسفندیاری,57.0,1.0,3.0,False,True,False,6700000256,20.0,117543864.14035088
gaAwtvDn,اسفندیاری,133.0,2.0,4.0,True,True,True,16999999488,5.0,127819545.0225564
gaC4Pt4K,اسفندیاری,103.0,2.0,1.0,False,True,False,9500000256,25.0,92233012.19417475
gaCgto_w,اسفندیاری,145.0,3.0,2.0,True,True,True,21749999616,5.0,149999997.35172415
gaDM2lAS,اسکندری,76.0,2.0,3.0,True,True,True,15050000384,0.0,198026320.84210527
gaD8zB5x,اسکندری,78.0,2.0,6.0,True,True,True,15500000256,0.0,198717952.0
gaCg8t3-,اسکندری,81.0,2.0,4.0,False,True,False,8190000128,15.0,101111112.69135803
gaCUvPb2,اسکندری,40.0,1.0,3.0,True,True,False,4200000000,20.0,105000000.0
